	id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gene-YPR034W	gene-YPR034W	278.091929949441	2.30910245158006	0.476488646676869	4.84608073599282	1.2592428863462e-06	5.07539504538428e-06
gene-YKL018W	gene-YKL018W	139.824580504891	2.30009269950707	0.474722603544996	4.84512993973977	1.26528841553953e-06	5.09622749211069e-06
gene-YLR241W	gene-YLR241W	380.019045816987	-2.17787317528011	0.449717150431559	-4.84276210767183	1.28046559138215e-06	5.15378533041069e-06
gene-YBR023C	gene-YBR023C	301.488657047444	2.10062778703091	0.43391436946018	4.84111136868834	1.29114982457949e-06	5.1931922356097e-06
gene-YNL100W	gene-YNL100W	670.024757889302	-2.11331814605961	0.437355526018618	-4.83203714217994	1.35143033909703e-06	5.4318901319723e-06
gene-YJR039W	gene-YJR039W	164.268110197481	-2.65021792091825	0.548877750189453	-4.82843022877771	1.37613532238119e-06	5.52736592514131e-06
gene-YBR128C	gene-YBR128C	98.7485662660993	-2.8815902426583	0.597055493466725	-4.82633569942841	1.39068020199477e-06	5.58192909806187e-06
gene-YDL106C	gene-YDL106C	348.034773850908	-2.08912045545164	0.432922161125995	-4.82562604330075	1.39564165793577e-06	5.59797744370097e-06
gene-YMR140W	gene-YMR140W	471.420958348315	-2.28544062497954	0.47396070616368	-4.82200443044803	1.42122788296213e-06	5.6966734177765e-06
gene-YIL077C	gene-YIL077C	466.105305305556	-2.07156098437419	0.42986626073132	-4.8190825231315	1.44219895579032e-06	5.77674729914083e-06
gene-YDR246W	gene-YDR246W	313.727771493874	-2.16013121100899	0.448630794985941	-4.81494189688134	1.47242726256001e-06	5.89376532369061e-06
gene-YPR046W	gene-YPR046W	44.8304343110333	3.35979795556529	0.697845685425169	4.81452852075499	1.47547830835304e-06	5.90191323341217e-06
gene-YHR031C	gene-YHR031C	312.767704815437	2.14925665348296	0.446690125347998	4.81151592909865	1.49789793673109e-06	5.98688905195066e-06
gene-YNL026W	gene-YNL026W	228.294487749476	-2.29737275424602	0.477485498075682	-4.81139796602133	1.49878244504271e-06	5.98688905195066e-06
gene-YDR287W	gene-YDR287W	346.16865238585	-2.22765390903393	0.463052902790675	-4.81079784968101	1.50329000625521e-06	5.99665169276273e-06
gene-YBR070C	gene-YBR070C	77.6158685559655	-3.30735154671402	0.687483159258392	-4.81081100267498	1.50319107264686e-06	5.99665169276273e-06
gene-YMR247C	gene-YMR247C	328.524215857572	2.06375997043237	0.430038676998386	4.79901013750006	1.59451724572651e-06	6.35619631835562e-06
gene-YPL149W	gene-YPL149W	554.721937030621	-2.21593842608351	0.462268679185843	-4.79361576039774	1.63801868684416e-06	6.52512995746281e-06
gene-YPL006W	gene-YPL006W	349.144601975445	-2.21647229760948	0.462559558458372	-4.79175547684408	1.65328324343124e-06	6.58142617179613e-06
gene-YAL001C	gene-YAL001C	254.160958598808	-2.17988551492165	0.454968612102	-4.79128769971706	1.6571430478722e-06	6.59227610830472e-06
gene-YDL076C	gene-YDL076C	264.089719233816	2.08006077372404	0.434181881007549	4.79075904525798	1.66151559946011e-06	6.60076986142216e-06
gene-YOL018C	gene-YOL018C	205.624032897172	-2.2354898789631	0.46662580478354	-4.79075493906752	1.66154960551628e-06	6.60076986142216e-06
gene-YMR276W	gene-YMR276W	959.685303774816	-1.92502256177846	0.402100233827028	-4.78741965269919	1.68939337854953e-06	6.70679939626355e-06
gene-YLR299W	gene-YLR299W	201.645688716446	-2.2235398937664	0.464523093242595	-4.78671550696225	1.69532882186039e-06	6.72576867757854e-06
gene-YGR214W	gene-YGR214W	4339.81720635575	2.16703003990123	0.452983386034309	4.78390622418345	1.71920916310454e-06	6.81585515413616e-06
gene-YMR027W	gene-YMR027W	1382.24919883443	-2.04824811658425	0.428361677776179	-4.78158580202049	1.739177413578e-06	6.89031978712703e-06
gene-YKR036C	gene-YKR036C	161.910638004158	2.31195565382539	0.483699580123493	4.77973467174631	1.75526684442014e-06	6.94932622600126e-06
gene-YFR010W	gene-YFR010W	906.550528525985	-2.06695295511252	0.432828206410489	-4.77545807897799	1.7929864078906e-06	7.09383049874758e-06
gene-YPL171C	gene-YPL171C	150.040117001096	-2.83434990456843	0.593544048471288	-4.77529833189041	1.79441036160567e-06	7.09463470860691e-06
gene-YGR063C	gene-YGR063C	159.559132029794	2.29261809700603	0.480545229800699	4.77086849443261	1.83433274975661e-06	7.24754720706009e-06
gene-YDR459C	gene-YDR459C	203.046803336254	2.12645940375863	0.445936837396878	4.768521515674	1.85582855568454e-06	7.32749698752617e-06
gene-YGR093W	gene-YGR093W	438.621667652298	2.00205503001393	0.420248839101334	4.76397515884911	1.89815882922925e-06	7.48954454547209e-06
gene-YOR116C	gene-YOR116C	840.24809372134	2.03285079335907	0.426812956247076	4.76286102285582	1.90867299620586e-06	7.52592093212243e-06
gene-YOR086C	gene-YOR086C	424.9609369766	-2.04916421478633	0.430713374060981	-4.75760526186076	1.9590310799496e-06	7.71924653333361e-06
gene-YOR114W	gene-YOR114W	72.9283914673317	-2.94159809925378	0.618588957925122	-4.75533560948215	1.98117017442576e-06	7.80119312585538e-06
gene-snR39	gene-snR39	29.864921750377	3.88739007479623	0.817842508664726	4.75322575387172	2.00196595951503e-06	7.87774282782758e-06
gene-YCR092C	gene-YCR092C	131.53328528563	2.25117942296045	0.473727617726516	4.75205442689656	2.01360149475163e-06	7.91816771819789e-06
gene-YML014W	gene-YML014W	198.849390050694	2.15996531152986	0.454836915162794	4.7488786409449	2.04547634384203e-06	8.03807201515203e-06
gene-YLR231C	gene-YLR231C	143.80040991076	-2.52130183096145	0.531833837316479	-4.74076986842997	2.12907655469512e-06	8.36094117289732e-06
gene-YBR285W	gene-YBR285W	66.8550990103655	-3.07648837787795	0.649366963672981	-4.73767307236662	2.1618620354317e-06	8.48395823762933e-06
gene-YDR394W	gene-YDR394W	1261.32550234954	-1.95877350121982	0.413584554046086	-4.73608959052556	2.17881300765183e-06	8.54471066158733e-06
gene-YGL005C	gene-YGL005C	578.349986098654	-2.06467148521492	0.435963623929206	-4.73588017873296	2.18106426788884e-06	8.54777176329733e-06
gene-YLL039C	gene-YLL039C	2394.58860818201	-1.97974527727794	0.418160408887608	-4.73441587295284	2.19686867711049e-06	8.6039088621066e-06
gene-YKL209C	gene-YKL209C	123.166818217129	-2.68701106632855	0.567830872851726	-4.73206230023036	2.22250172625337e-06	8.69843773264954e-06
gene-YKL064W	gene-YKL064W	904.32905896272	-1.94362382593371	0.410776658096969	-4.7315829359391	2.2277576318478e-06	8.71314088580041e-06
gene-YDL168W	gene-YDL168W	5506.24010163324	-1.94419639279624	0.411018654540058	-4.73019015395263	2.24309635197833e-06	8.76723335420177e-06
gene-YDR530C	gene-YDR530C	345.581642619	-2.09460354330194	0.443292265311377	-4.72510735514561	2.29993820316559e-06	8.98336077741829e-06
gene-YGR078C	gene-YGR078C	344.793862584249	2.45919286144342	0.520754030715411	4.72236932677215	2.33112865433565e-06	9.09907302820603e-06
gene-YOR124C	gene-YOR124C	418.965946883031	-2.03812795806684	0.431623020013767	-4.72200940070766	2.33525885701944e-06	9.10907683019932e-06
gene-YKL004W	gene-YKL004W	730.933587060057	2.10783859478978	0.446487668896795	4.7209335030415	2.34764686923578e-06	9.15125660898616e-06
gene-YJL191W	gene-YJL191W	1119.52111477585	1.87740773674022	0.39804589206201	4.71656101514984	2.3986445653521e-06	9.34378164465576e-06
gene-YHR007C-A	gene-YHR007C-A	66.2581419030324	-3.11785534332926	0.6610850215186	-4.71626983193044	2.40207823468829e-06	9.35088995312011e-06
gene-YJR025C	gene-YJR025C	118.120888697365	-2.47427800570736	0.524689015347669	-4.71570384233765	2.40876596115993e-06	9.370647768582e-06
gene-YJL045W	gene-YJL045W	97.0154717240003	-3.83203725229341	0.813753230210767	-4.70909006567124	2.48825110840185e-06	9.67338825553951e-06
gene-YHR160C	gene-YHR160C	165.983665563758	-3.15990776472239	0.671065239290571	-4.70879369055526	2.49187128617715e-06	9.68098657437274e-06
gene-YDR122W	gene-YDR122W	257.366450297096	-2.15803124745955	0.458790207059289	-4.70374304912021	2.5543468781148e-06	9.91707685745039e-06
gene-YDR377W	gene-YDR377W	1195.95669771603	-2.09352497336212	0.445091903630032	-4.70357909521151	2.5563999467167e-06	9.91842222317586e-06
gene-YPL184C	gene-YPL184C	175.591299170489	2.12436893106015	0.451667322010184	4.7033930230008	2.55873190465297e-06	9.92084711797401e-06
gene-YPL243W	gene-YPL243W	743.739542672117	2.01936711583919	0.429380950968192	4.70297322525792	2.56400053989987e-06	9.93464742526535e-06
gene-YOR227W	gene-YOR227W	502.417612154401	-2.27331071705961	0.484067997137598	-4.69626319133305	2.64964093853414e-06	1.02596356660629e-05
gene-YMR133W	gene-YMR133W	151.990661617862	-2.40117590947852	0.511368712926548	-4.69558627421037	2.65843132456042e-06	1.02868194795906e-05
gene-YLR346C	gene-YLR346C	101.667322030342	-3.80537180835638	0.810800133196057	-4.69335370402093	2.68762210170871e-06	1.03928540619634e-05
gene-YKL094W	gene-YKL094W	1869.65213258685	-2.1601251814099	0.460452651544681	-4.69130794265888	2.71464024507896e-06	1.04903517981376e-05
gene-YBR055C	gene-YBR055C	227.810360214746	2.11968320725571	0.452037323186714	4.68917741639703	2.74305487074418e-06	1.05931128961895e-05
gene-YGR020C	gene-YGR020C	619.016166608351	2.18452402968005	0.466065611916311	4.68715986296005	2.77022574972207e-06	1.06909376211053e-05
gene-YNR015W	gene-YNR015W	362.542361757095	1.98730876699521	0.424107612051896	4.68585969815612	2.78787202535679e-06	1.07518992776202e-05
gene-YGR247W	gene-YGR247W	80.1763622541472	-2.86001400307557	0.610454354495934	-4.68505791139314	2.79880786102822e-06	1.0786917299931e-05
gene-YMR159C	gene-YMR159C	53.868523255537	-3.28315442372581	0.701013827317291	-4.68343746697567	2.82103543820599e-06	1.08653796997039e-05
gene-YOR063W	gene-YOR063W	18708.3153801428	2.22390772028025	0.474890693570093	4.6829886337876	2.82722196088363e-06	1.08819960507653e-05
gene-YLR437C	gene-YLR437C	60.8370635210192	2.68132686974312	0.57267301264577	4.6821254198016	2.83915674340584e-06	1.09207008555094e-05
gene-YML079W	gene-YML079W	391.948014518554	-2.03046148405524	0.43398658752581	-4.67862727194187	2.88801884809063e-06	1.11012999636923e-05
gene-YNL264C	gene-YNL264C	129.922553330924	2.25507739409428	0.482049021213706	4.67810802398567	2.89534011774448e-06	1.11162025443795e-05
gene-YCR030C	gene-YCR030C	465.733483346461	-2.00523950634995	0.42864573915515	-4.6780810426396	2.89572103444434e-06	1.11162025443795e-05
gene-YOL129W	gene-YOL129W	763.367066605788	-1.94457334249842	0.415834806453306	-4.6763121131775	2.92079957576153e-06	1.12050740160568e-05
gene-YLL015W	gene-YLL015W	461.700893987252	-2.26717239451233	0.484871934671493	-4.675816916581	2.9278573470084e-06	1.12247406997446e-05
gene-YLR243W	gene-YLR243W	341.202850237415	2.00970302066243	0.429874357864547	4.67509397547198	2.9381904263112e-06	1.12569299655377e-05
gene-YKL105C	gene-YKL105C	185.131943522376	-2.18264384658125	0.467585299535352	-4.66790519024055	3.04286247022653e-06	1.16502744907488e-05
gene-YKR069W	gene-YKR069W	139.260470089007	2.18497833510488	0.468364592584824	4.66512279044485	3.084328033717e-06	1.18012603897059e-05
gene-YGR117C	gene-YGR117C	194.069419451221	2.09834360605513	0.450031174894203	4.66266277341437	3.12144019711173e-06	1.19354015957983e-05
gene-YHR181W	gene-YHR181W	134.366264023742	2.35005854681288	0.504149517970329	4.66143170437623	3.14017272017441e-06	1.19991346809032e-05
gene-YER149C	gene-YER149C	103.868153786795	2.35023671145079	0.504350475500912	4.65992762099922	3.16320593645785e-06	1.20792069005867e-05
gene-YPL045W	gene-YPL045W	187.430541885265	2.13027028031636	0.457874454742032	4.65252048515474	3.27902151713692e-06	1.25132456057779e-05
gene-YBR084W	gene-YBR084W	780.554768047441	2.71368852151059	0.58393725728362	4.64722620052404	3.36428191719923e-06	1.28301879939383e-05
gene-YBL072C	gene-YBL072C	3674.61932461881	1.89240127991879	0.407274488045641	4.64650091146077	3.37612642409554e-06	1.28669159192415e-05
gene-YEL055C	gene-YEL055C	509.142924800803	2.02771027601048	0.436743809225738	4.642791112724	3.4373382460485e-06	1.30916185360641e-05
gene-YDR259C	gene-YDR259C	104.585902901278	-2.48604701296886	0.535585249874044	-4.64173913219888	3.45488873870699e-06	1.31498450225049e-05
gene-YPR078C	gene-YPR078C	46.305237759613	2.96643646054901	0.639257522583518	4.64044044184314	3.47667369778593e-06	1.32241017876517e-05
gene-YOR012W	gene-YOR012W	53.3589235644691	2.82481345270825	0.608809109276203	4.6399001093571	3.48577628559561e-06	1.3250053480629e-05
gene-YFR033C	gene-YFR033C	1591.47258303716	-1.83752659013116	0.396041756957612	-4.63972941703677	3.48865656145012e-06	1.3252334598136e-05
gene-YGL097W	gene-YGL097W	408.026924703364	2.31802690940005	0.499760279035345	4.63827760356302	3.51324699948848e-06	1.33370291058308e-05
gene-YDR333C	gene-YDR333C	455.077819782672	2.04914917830207	0.442025221125284	4.63581958759153	3.55525957694152e-06	1.34877080033839e-05
gene-YIR025W	gene-YIR025W	190.16438823278	-2.24362259142502	0.484577442296409	-4.63005991527899	3.65559940487288e-06	1.38593240320425e-05
gene-YFR032C	gene-YFR032C	23.9358870950757	7.30037786987811	1.57757930491561	4.62758217424044	3.69959456239737e-06	1.40169775727859e-05
gene-YFL014W	gene-YFL014W	22268.9877246136	-2.31592069894693	0.500635000285004	-4.62596641790628	3.72855713501825e-06	1.41175075366294e-05
gene-YDR282C	gene-YDR282C	139.112961018922	-2.3497030244433	0.508380895115609	-4.62193415806659	3.80178689187265e-06	1.4385407171591e-05
gene-YJL090C	gene-YJL090C	197.419964130306	2.32063916794389	0.50240852095173	4.61902828309484	3.85541308089857e-06	1.45788294249723e-05
gene-YFR005C	gene-YFR005C	137.071724005587	2.36526534777191	0.512425964330079	4.61581869853949	3.91548662744951e-06	1.47963642904659e-05
gene-YFR030W	gene-YFR030W	360.470943138175	1.99358181197888	0.432088773688949	4.61382459664183	3.95326084977719e-06	1.49294035470468e-05
gene-YKR061W	gene-YKR061W	226.852172417771	2.03888062243449	0.442380556110918	4.60888389932601	4.04836306800431e-06	1.52786273709357e-05
gene-YNL196C	gene-YNL196C	61.245097440105	-3.3748952712957	0.733169710741564	-4.60315697968778	4.16134325731395e-06	1.56948260944248e-05
gene-YDL149W	gene-YDL149W	201.036339299268	-2.58750836442491	0.562225175857304	-4.60226342671221	4.17924144772392e-06	1.57521084916806e-05
gene-YKL150W	gene-YKL150W	2843.76981198719	-1.94813013848341	0.423534943352912	-4.59969164069688	4.2311678946953e-06	1.59374904756767e-05
gene-YMR123W	gene-YMR123W	267.004640168507	2.09758255036257	0.456625120194189	4.59366438156213	4.35529643877324e-06	1.63944189780765e-05
gene-YJL087C	gene-YJL087C	108.830115833904	2.30776335435329	0.502748452570885	4.59029429638653	4.42621481638331e-06	1.66505893286859e-05
gene-YGR112W	gene-YGR112W	118.602369504375	-2.42596845386037	0.528665893184413	-4.5888499431041	4.45694657167004e-06	1.6755351535929e-05
gene-YDR505C	gene-YDR505C	628.364063930096	-2.3462508982311	0.511468701360186	-4.58728147390358	4.49055066550855e-06	1.68707695332487e-05
gene-YHL039W	gene-YHL039W	539.397735181804	2.01839536565553	0.440478639659973	4.58227751341955	4.59938950872684e-06	1.72685089306979e-05
gene-YOR032C	gene-YOR032C	600.300706158662	-2.1240477461903	0.463599657504653	-4.58164218158204	4.61338777776321e-06	1.73098836438733e-05
gene-YHR163W	gene-YHR163W	227.977614470733	2.81334407727736	0.614476128747382	4.57844323914162	4.68449240223862e-06	1.75653353818135e-05
gene-YHR106W	gene-YHR106W	155.649394556946	-2.35169313671671	0.513729329688337	-4.57768906856732	4.70140803336356e-06	1.76173974789871e-05
gene-YKR052C	gene-YKR052C	266.661578698651	-2.59152661981961	0.566337002896981	-4.57594436980665	4.74076519692182e-06	1.77534325544521e-05
gene-YDL097C	gene-YDL097C	1400.62405718988	-1.87061582812583	0.409171657888361	-4.57171407662896	4.83750727774336e-06	1.81040517052443e-05
gene-YJL111W	gene-YJL111W	1261.97594141006	1.88095901461119	0.41150207950861	4.57095871023864	4.85497944382561e-06	1.81577480872036e-05
gene-YOL076W	gene-YOL076W	162.341112228543	2.09224082843239	0.458323573855282	4.56498628432546	4.99526998396709e-06	1.86704238886281e-05
gene-YCR011C	gene-YCR011C	327.349706245991	-2.29831944807248	0.503688585641696	-4.56297703301027	5.0433333575607e-06	1.88379521042049e-05
gene-YGR149W	gene-YGR149W	469.906623313748	-2.26477586943761	0.49645459820975	-4.56189927055677	5.06929671746393e-06	1.8922769763584e-05
gene-YIL092W	gene-YIL092W	185.400786717967	2.12372096037381	0.465750158089123	4.55978580680895	5.12058225266263e-06	1.91019409836169e-05
gene-YPL139C	gene-YPL139C	259.54023518353	1.97133657872692	0.432419920153751	4.55884774694466	5.14350417326048e-06	1.91751419210968e-05
gene-YBR261C	gene-YBR261C	231.256573936362	2.38225884090602	0.523523862953749	4.55043028500209	5.3536323192178e-06	1.99457122046756e-05
gene-YEL046C	gene-YEL046C	1308.58905668698	1.87945074281886	0.413828593802924	4.54161643483219	5.58245400454925e-06	2.07848960118131e-05
gene-YML117W	gene-YML117W	767.375054945336	-1.93436146427414	0.426608943532514	-4.53427311733494	5.78021961569307e-06	2.15074496840001e-05
gene-YCR053W	gene-YCR053W	1170.21305153268	1.85455257788632	0.409026812234471	4.53406114810687	5.78602664586847e-06	2.15152827036389e-05
gene-YOL022C	gene-YOL022C	562.118894751107	1.8478436809152	0.407923695580847	4.52987580994536	5.9018367507243e-06	2.19318895110036e-05
gene-YBR111C	gene-YBR111C	559.735488992187	-1.88841265378022	0.417284780203055	-4.52547694852734	6.02594497585394e-06	2.23787809582512e-05
gene-YMR127C	gene-YMR127C	206.281122506595	2.08529168225222	0.46085555562594	4.52482704568886	6.04449158251711e-06	2.24333238043355e-05
gene-YMR181C	gene-YMR181C	737.549384092788	-2.2018138949202	0.486718058557155	-4.52379741455933	6.07398656309398e-06	2.25284045339516e-05
gene-YDR534C	gene-YDR534C	95.2587953966933	2.53294575317767	0.56109190964593	4.51431523005929	6.3521674751129e-06	2.3545151380967e-05
gene-YDL125C	gene-YDL125C	965.175875705493	-2.02247640473021	0.448304396287586	-4.5113909689005	6.44038859688233e-06	2.38569397865393e-05
gene-YAL062W	gene-YAL062W	1565.76978778403	-3.3749149665459	0.748245145567427	-4.51044017664365	6.46932442615375e-06	2.39488621431883e-05
gene-YOR264W	gene-YOR264W	228.138745680164	-2.08258026757656	0.461998889896921	-4.50776032825796	6.55155216224385e-06	2.42378237854623e-05
gene-YGL113W	gene-YGL113W	93.6018841176858	2.28014749388772	0.506271954477741	4.50379973395894	6.67491119465607e-06	2.46784884626852e-05
gene-YDR424C	gene-YDR424C	203.061795584531	-2.07852005799508	0.462351274476766	-4.49554304862099	6.93926166920449e-06	2.56395351693684e-05
gene-YPR028W	gene-YPR028W	896.436391404955	-1.94687528339297	0.433134869766083	-4.49484772363027	6.96197501977212e-06	2.57071148760582e-05
gene-YJL094C	gene-YJL094C	714.171160434468	-2.10643450405796	0.46866659055963	-4.49452669869787	6.97248553532069e-06	2.57295783690691e-05
gene-YLR211C	gene-YLR211C	105.107092371791	-2.5437627022592	0.566144031582655	-4.49313701170375	7.01815988737468e-06	2.58816911582624e-05
gene-YLR173W	gene-YLR173W	302.070559986517	-2.28753919519959	0.511154261943529	-4.47524233976221	7.6324692340054e-06	2.81293032264042e-05
gene-YDR302W	gene-YDR302W	103.529327418455	2.23467614033592	0.499405103490838	4.4746762191967	7.6527189541349e-06	2.81860599248619e-05
gene-YKR014C	gene-YKR014C	1187.15892066207	-2.0349557295856	0.455015114567382	-4.47228161095349	7.73894192199044e-06	2.84675509181066e-05
gene-YDR097C	gene-YDR097C	138.389649385431	-2.53894342303834	0.567702711722867	-4.4723116000858	7.73785637877304e-06	2.84675509181066e-05
gene-YBL058W	gene-YBL058W	1027.17896113549	-1.86236357348463	0.416956096672139	-4.46656995388424	7.94836798855044e-06	2.92194274190102e-05
gene-YBR074W	gene-YBR074W	287.805615474957	1.92108145411344	0.430719817958448	4.46016499361255	8.18965802432207e-06	3.00874162056636e-05
gene-YJL162C	gene-YJL162C	108.749777000321	2.23659965115236	0.501683395393838	4.45818951092961	8.26548121241162e-06	3.03467952031183e-05
gene-YMR135C	gene-YMR135C	1350.25068076378	-2.18575696122026	0.490478203428241	-4.45637939860062	8.33554585835389e-06	3.05847175055257e-05
gene-YIL128W	gene-YIL128W	327.823703101951	1.9538893544933	0.438850023997723	4.45229405867238	8.49577091008856e-06	3.11529467062679e-05
gene-YNL316C	gene-YNL316C	99.0219411042574	2.21414893275422	0.497437077061855	4.45111358773703	8.54261384944e-06	3.13049632364094e-05
gene-YOL152W	gene-YOL152W	352.30349791427	2.21049458660785	0.496783908979151	4.44960987393942	8.60264112926957e-06	3.15050726170855e-05
gene-YOR335C	gene-YOR335C	1268.13063141186	1.92010660590876	0.431538617240966	4.4494432924333	8.60931570243287e-06	3.15096617522291e-05
gene-YKL081W	gene-YKL081W	3514.36341524156	2.19240207980003	0.49277016128973	4.44913724902061	8.62159112387596e-06	3.15347310333336e-05
gene-YOR257W	gene-YOR257W	658.733251784803	-2.16207822978064	0.486610023894714	-4.44314363373748	8.86539391573489e-06	3.24060814077052e-05
gene-YNR070W	gene-YNR070W	67.604032356557	-2.81039942381747	0.63294163992703	-4.44021888675466	8.98674254630078e-06	3.28290054551226e-05
gene-YOL056W	gene-YOL056W	79.7016125345596	2.69673817746175	0.607426566739868	4.43961183972488	9.01212723701205e-06	3.29010574758254e-05
gene-YLR227C	gene-YLR227C	200.709910472884	2.04071028513614	0.459796060526886	4.43829440991222	9.06745367419441e-06	3.30822603605888e-05
gene-YBR212W	gene-YBR212W	901.764193990215	-2.57146177973224	0.579463380522817	-4.43766054278038	9.09418888785857e-06	3.31589873376625e-05
gene-TLC1	gene-TLC1	415.921796153008	-1.93173731202388	0.435429775289045	-4.4363923223706	9.14790609287826e-06	3.33339374368705e-05
gene-YDR341C	gene-YDR341C	996.287788961211	2.33865223839034	0.527212682930284	4.43588008048658	9.1696886360038e-06	3.33923749075527e-05
gene-snR44	gene-snR44	96.0182525339885	2.29700258242761	0.518336035204297	4.43149313653693	9.35827923843388e-06	3.40578077230919e-05
gene-YJR043C	gene-YJR043C	37.1800920367199	3.37894014123729	0.762619915251302	4.43070010848569	9.3927638909415e-06	3.4161917230383e-05
gene-YHR136C	gene-YHR136C	47.3392466231544	-3.71499256286747	0.83850242450894	-4.43050902928888	9.40109105972812e-06	3.41708200369855e-05
gene-YIR027C	gene-YIR027C	103.008802458205	2.84513648516128	0.642314173504859	4.42950911333075	9.44478221783074e-06	3.42886956548231e-05
gene-YML031W	gene-YML031W	215.721665381715	2.02292704639495	0.456694547030361	4.42949682572072	9.44532032748998e-06	3.42886956548231e-05
gene-YOR269W	gene-YOR269W	75.0361874764117	2.89866534234512	0.654480806163903	4.42895393576935	9.46912428978528e-06	3.43536519177478e-05
gene-YNL202W	gene-YNL202W	740.410610307384	-3.01014042325241	0.679737219308203	-4.42838840915017	9.49398173624242e-06	3.44223467567317e-05
gene-YOR307C	gene-YOR307C	378.207497040794	2.09940674599399	0.474152265524647	4.42770582076837	9.52406760777463e-06	3.45099008331584e-05
gene-YKL139W	gene-YKL139W	274.748081517242	2.07951295166122	0.469686937897453	4.42744471662365	9.53560014020853e-06	3.45301607569421e-05
gene-YOR094W	gene-YOR094W	183.238952524156	2.3282075660143	0.526165024200274	4.42486189490261	9.65040000674636e-06	3.49241126022477e-05
gene-YJL085W	gene-YJL085W	97.066991652367	2.20948462957982	0.49941078891254	4.4241828142939	9.68080190616775e-06	3.49688133490658e-05
gene-YML081W	gene-YML081W	495.94379085013	2.0067379175701	0.45356382698146	4.42437822020609	9.67204437614545e-06	3.49688133490658e-05
gene-YBR208C	gene-YBR208C	211.372264153145	-2.16721281908336	0.489847242809675	-4.4242625653104	9.67722678090332e-06	3.49688133490658e-05
gene-YHR001W	gene-YHR001W	324.757402499392	-1.95869969847375	0.443132622567053	-4.42012074653196	9.86457667453892e-06	3.56105090884597e-05
gene-YOR110W	gene-YOR110W	162.884591343546	2.03329999293731	0.460164030891144	4.41864173738147	9.93231336461963e-06	3.58327779485843e-05
gene-YGL011C	gene-YGL011C	1205.40273808908	-1.85028212313657	0.418793721067664	-4.4181228849838	9.95618121677473e-06	3.58966037418702e-05
gene-YHL014C	gene-YHL014C	103.731460901894	2.17651550134367	0.49265810708453	4.41790253736803	9.96633404365216e-06	3.59109320903325e-05
gene-YNR069C	gene-YNR069C	92.2128384713998	-2.47661822185825	0.560685467693871	-4.41712575866236	1.00022041505457e-05	3.60178503859801e-05
gene-YDL205C	gene-YDL205C	162.640153621955	2.04246579302733	0.462651125489219	4.41469971756271	1.01150295897671e-05	3.64015801707283e-05
gene-YNL209W	gene-YNL209W	5757.64518205622	1.94404447541048	0.440607942991062	4.41218663062077	1.02331843860055e-05	3.68040022595692e-05
gene-YHL026C	gene-YHL026C	119.003975723692	2.12432680730169	0.482146061259861	4.40598187559754	1.05305768657405e-05	3.78501624883635e-05
gene-YDR525W-A	gene-YDR525W-A	234.437104831973	-2.29493928954381	0.521076227054231	-4.40422949731875	1.06160513060567e-05	3.81338011067996e-05
gene-YBR106W	gene-YBR106W	1580.5195543896	2.50064589393756	0.568524639925565	4.3984828771273	1.09010225368128e-05	3.91332569388239e-05
gene-YFR052W	gene-YFR052W	630.651314252085	-1.86694619059276	0.4246504140263	-4.39643087331863	1.10045384882763e-05	3.94804800579395e-05
gene-YOR160W	gene-YOR160W	514.921017821005	1.84516011365856	0.419823550842701	4.39508481588233	1.10729510854279e-05	3.9701413762188e-05
gene-YDL235C	gene-YDL235C	366.99701335615	1.93197016290371	0.439653209833135	4.39430469218447	1.11127860842903e-05	3.98042860651985e-05
gene-YMR278W	gene-YMR278W	428.812976921597	-2.15263325102493	0.489874475911156	-4.39425476704226	1.11153400350683e-05	3.98042860651985e-05
gene-YPL237W	gene-YPL237W	2307.54782663633	1.91998551519636	0.436959398627476	4.3939677718964	1.11300323177336e-05	3.98323570385886e-05
gene-YDL195W	gene-YDL195W	836.252879073149	-1.8386958054341	0.418492198964749	-4.39362026337075	1.11478473085348e-05	3.98715621890486e-05
gene-YKL164C	gene-YKL164C	2878.72490559231	-1.73387039291238	0.394944848776276	-4.39015826712191	1.1326819072944e-05	4.04867604255538e-05
gene-YGR195W	gene-YGR195W	442.550220050636	1.81107505470993	0.412562756469731	4.38981712796174	1.13446023497613e-05	4.05254018788033e-05
gene-YOR254C	gene-YOR254C	415.530566712622	2.14600015446415	0.489255403545894	4.38625744122792	1.15317627085035e-05	4.11686762050507e-05
gene-YOR113W	gene-YOR113W	237.103969281593	-2.10776871902644	0.481110815642081	-4.38104621741553	1.18110812516781e-05	4.21399657671904e-05
gene-YCL026C-A	gene-YCL026C-A	57.0703662672134	2.59438673947974	0.592441493987111	4.37914421223201	1.19146270064814e-05	4.24833203445827e-05
gene-YGL213C	gene-YGL213C	243.839719514145	2.40191077882395	0.548542301775846	4.37871568163116	1.19380756459475e-05	4.25408311797958e-05
gene-YOR140W	gene-YOR140W	405.385078462488	1.9359337283947	0.442216649268444	4.37779475647809	1.19886165986745e-05	4.26947547006717e-05
gene-YHR110W	gene-YHR110W	156.76771280978	-2.16862064040188	0.496001881186334	-4.37220245055319	1.22999387288499e-05	4.3776634349097e-05
gene-YGL206C	gene-YGL206C	551.884680672228	-1.90092477658176	0.434823208226233	-4.37171875976024	1.23272251771975e-05	4.38468988554908e-05
